Domain,IMG Genome,Genome Type,Content in mer genes,merA_copies,merA comment,merA IMG gene ID 1,merA IMG gene ID 2,merA IMG gene ID 3,merA IMG gene ID 4,merA IMG gene ID 5,merA IMG gene ID 6,merA IMG gene ID 7,merA IMG gene ID 8,merB copies,merB-like copies,merB comment,merB IMG gene ID 1,merB IMG gene ID 2,merB IMG gene ID 3,merB IMG gene ID 4,merB IMG gene ID 5,merB IMG gene ID 6,merB IMG gene ID 7,merB IMG gene ID 8,merB IMG gene ID 9-12,Phylum,Class,Order,Family,Genus,Species,Genome Name / Sample Name,Genome Sequencing Status
Archaea,2684622731,Genome Analysis (Isolate),merA only,1,,2685495033,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Sulfolobus acidocaldarius NG05B_CO5_10,
Archaea,2684622732,Genome Analysis (Isolate),merA only,1,,2685498922,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Sulfolobus acidocaldarius NG05B_CO5_11,
Archaea,2684622733,Genome Analysis (Isolate),merA only,1,,2685501661,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Sulfolobus acidocaldarius NG05B_CO5_12,
Archaea,2684622734,Genome Analysis (Isolate),merA only,1,,2685504104,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Sulfolobus acidocaldarius NG05B_CO5_13,
Archaea,2684622739,Genome Analysis (Isolate),merA only,1,,2685514632,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Sulfolobus acidocaldarius NG05B_CO5_14,
Archaea,2684622735,Genome Analysis (Isolate),merA only,1,,2685505779,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Sulfolobus acidocaldarius NG05B_CO5_15,
Archaea,2540341142,Genome Analysis (Isolate),merA only,1,,2540745549,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Sulfolobus acidocaldarius Ron12/I,
Archaea,2556793003,Genome Analysis (Isolate),merA only,1,,2556802706,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Sulfolobus acidocaldarius SUSAZ,
Archaea,650377981,Genome Analysis (Isolate),merA only,1,,650477212,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus HVE10/4,
Archaea,646311959,Genome Analysis (Isolate),merA only,1,,646529588,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus L.D.8.5,
Archaea,643692044,Genome Analysis (Isolate),merA only,1,,643833169,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus L.S.2.15,
Archaea,2540341177,Genome Analysis (Isolate),merA only,1,,2540847164,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus LAL14/1,
Archaea,643692045,Genome Analysis (Isolate),merA only,1,,643830388,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus M.14.25,
Archaea,2548876770,Genome Analysis (Isolate),merA only,1,,2549769816,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus M.16.12,
Archaea,2548876771,Genome Analysis (Isolate),merA only,1,,2549772851,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus M.16.13,
Archaea,2728369536,Genome Analysis (Isolate),merA only,1,,2730754500,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus M.16.2,
Archaea,2548876772,Genome Analysis (Isolate),merA only,1,,2549775977,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus M.16.22,
Archaea,643692046,Genome Analysis (Isolate),merA only,1,,643844369,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus M.16.27,
Archaea,2548876773,Genome Analysis (Isolate),merA only,1,,2549778966,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus M.16.30,
Archaea,643692047,Genome Analysis (Isolate),merA only,1,,643885227,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus M.16.4,
Archaea,2728369537,Genome Analysis (Isolate),merA only,1,,2730757616,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus M.16.40,
Archaea,2728369532,Genome Analysis (Isolate),merA only,1,,2730741611,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus M.16.43,
Archaea,2548876774,Genome Analysis (Isolate),merA only,1,,2549782108,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus M.16.46,
Archaea,2728369533,Genome Analysis (Isolate),merA only,1,,2730744691,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus M.16.47,
Archaea,650377982,Genome Analysis (Isolate),merA only,1,,650474393,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus REY15A,
Archaea,643692048,Genome Analysis (Isolate),merA only,1,,643838705,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus Y.G.57.14,
Archaea,643692049,Genome Analysis (Isolate),merA only,1,,643841610,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Sulfolobus islandicus Y.N.15.51,
Archaea,2681813032,Genome Analysis (Isolate),merA only,1,,2682609570,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus metallicus,"Sulfolobus metallicus DSM 6482, JCM 9184",
Archaea,2728369534,Genome Analysis (Isolate),merA only,1,,2730745437,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus sp. A20,Sulfolobus sp. A20,
Archaea,2681813019,Genome Analysis (Isolate),merA only,1,,2682545488,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus sp. JCM 16833,Sulfolobus sp. JCM 16833,
Archaea,2721755443,Metagenome-Assembled Genome,merA only,1,,2722564403,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,unclassified,Sulfolobus sp. ZZQ bin_3_2nd,
Archaea,2505313011,Genome Analysis (Isolate),merA only,1,,2505372851,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,unclassified,unclassified,Sulfolobus Type II,
Archaea,2861352127,Genome Analysis (Isolate),merA only,1,,2861353988,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfurisphaera,Sulfurisphaera ohwakuensis,Sulfurisphaera ohwakuensis DSM 12421,
Archaea,638154519,Genome Analysis (Isolate),merA only,1,,638193379,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfurisphaera,Sulfurisphaera tokodaii,Sulfurisphaera tokodaii 7,
Archaea,2505313064,Genome Analysis (Isolate),merA only,1,,2505620078,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,unclassified,Thermofilum sp.,
Archaea,2511231093,Genome Analysis (Isolate),merA only,1,,2511626708,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus tenax,Thermoproteus tenax Kra1,
Archaea,650716098,Genome Analysis (Isolate),merA only,1,,650771312,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus uzoniensis,Thermoproteus uzoniensis 768-20,
Archaea,2721755428,Metagenome-Assembled Genome,merA only,1,,2722537975,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,Unclassfied Crenarchaeota DRTY7 bin_25_26,
Archaea,2721755441,Metagenome-Assembled Genome,merA only,1,,2722560706,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,Unclassfied Crenarchaeota ZZQ bin_1,
Archaea,2728369490,Metagenome-Assembled Genome,merA only,1,,2730568078,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,Unclassfied Crenarchaeota ZZQ bin_4_3rd,
Archaea,2502873002,Genome Analysis (Isolate),merA only,1,,2502878169,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,unclassified,unclassified Metallosphaera archaeon,
Archaea,2770939391,Metagenome-Assembled Genome,merA only,1,,2771213434,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,unclassified,unclassified,unclassified Thermoproteaceae Obs4_genome_062 Obs4_genome_062,
Archaea,648028062,Genome Analysis (Isolate),merA only,1,,648201664,,,,,,,,0,0,,,,,,,,,,,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta distributa,Vulcanisaeta distributa DSM 14429,
Archaea,2681813050,Genome Analysis (Isolate),merA only,1,,2682675152,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,Acidiplasma aeolicum,Acidiplasma aeolicum V,
Archaea,2651869795,Genome Analysis (Isolate),merA only,1,,2652879065,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,Acidiplasma aeolicum,Acidiplasma aeolicum VT,
Archaea,2654587522,Genome Analysis (Isolate),merA only,1,,2654694940,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,Acidiplasma cupricumulans,Acidiplasma cupricumulans BH2,
Archaea,2627853627,Genome Analysis (Isolate),merA only,1,,2628278353,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,Acidiplasma sp. MBA-1,Acidiplasma sp. MBA-1,
Archaea,2728369321,Metagenome-Assembled Genome,merA only,1,,2730024475,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Archaeoglobi,unclassified,unclassified,unclassified,Archaeoglobi archaeon JdFR-42,Archaeoglobi archaeon JdFR-42,
Archaea,2728369310,Metagenome-Assembled Genome,merA only,1,,2730010380,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus sp. JdFR-22,Archaeoglobus sp. JdFR-22,
Archaea,2728369326,Metagenome-Assembled Genome,merA only,1,605F variant only,605Y:2730032875,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus sp. JdFR-24,Archaeoglobus sp. JdFR-24,
Archaea,2728369337,Metagenome-Assembled Genome,merA only,1,,2730052669,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus sp. JdFR-30,Archaeoglobus sp. JdFR-30,
Archaea,2728369308,Metagenome-Assembled Genome,merA only,1,605F variant only,605Y:2730005537,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus sp. JdFR-37,Archaeoglobus sp. JdFR-37,
Archaea,2773858044,Genome Analysis (Isolate),merA only,1,,2775332126,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Cuniculiplasmataceae,Cuniculiplasma,Cuniculiplasma divulgatum,Cuniculiplasma divulgatum PM4,
Archaea,2648501819,Genome Analysis (Isolate),merA only,1,,2651392262,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,Halarchaeum acidiphilum,Halarchaeum acidiphilum JCM 16109,
Archaea,2648501790,Genome Analysis (Isolate),merA only,1,,2651274292,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,Halarchaeum acidiphilum,Halarchaeum acidiphilum MH1-52-1,
Archaea,2534681902,Genome Analysis (Isolate),merA only,1,,2535906980,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula japonica,Haloarcula japonica DSM 6131,
Archaea,638154503,Genome Analysis (Isolate),merA only,1,,638205746,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui,Haloarcula marismortui ATCC 43049,
Archaea,2695420988,Genome Analysis (Isolate),merA only,1,,2698327517,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halobaculum,Halobaculum gomorrense,Halobaculum gomorrense DSM 9297,
Archaea,2537561866,Genome Analysis (Isolate),merA only,1,,2538974591,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogranum,Halogranum salarium,Halogranum salarium B-1,
Archaea,2617270917,Genome Analysis (Isolate),merA only,1,,2618024292,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halopelagius,Halopelagius inordinatus,Halopelagius inordinatus CGMCC 1.7739,
Archaea,2671180169,Genome Analysis (Isolate),merA only,1,,2671759427,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halopelagius,Halopelagius longus,Halopelagius longus CGMCC 1.12397,
Archaea,2512875006,Metagenome-Assembled Genome,merA only,1,,2512899043,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,Haloquadratum walsbyi J07HQW2,
Archaea,2654588040,Genome Analysis (Isolate),merA only,1,,2656727206,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus tiamatea,Halorhabdus tiamatea SARL4B,
Archaea,2562617191,Genome Analysis (Isolate),merA only,1,,2563336864,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus tiamatea,Halorhabdus tiamatea SARL4B,
Archaea,2724679704,Genome Analysis (Isolate),merA only,1,,2727826155,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum chaoviator,Halorubrum chaoviator DSM 19316,
Archaea,2802429616,Genome Analysis (Isolate),merA only,1,,2805982940,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum ezzemoulense,Halorubrum ezzemoulense Ga36,
Archaea,2791355071,Genome Analysis (Isolate),merA only,1,,2792536687,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum halodurans,Halorubrum halodurans Cb34,
Archaea,2554235508,Genome Analysis (Isolate),merA only,1,,2556215482,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum litoreum,Halorubrum litoreum JCM 13561,
Archaea,2791355074,Genome Analysis (Isolate),merA only,1,,2792547726,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum persicum,Halorubrum persicum C49,
Archaea,2524614823,Genome Analysis (Isolate),merA only,1,,2525944828,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum saccharovorum,Halorubrum saccharovorum M6,
Archaea,2617270732,Genome Analysis (Isolate),merA only,1,,2617340384,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sodomense,Halorubrum sodomense RD 26,
Archaea,2791355072,Genome Analysis (Isolate),merA only,1,,2792543154,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. E3,Halorubrum sp. E3,
Archaea,2554235490,Genome Analysis (Isolate),merA only,1,,2556148258,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum tebenquichense,"Halorubrum tebenquichense ALT-6, ALT6-92",
Archaea,2775507271,Genome Analysis (Isolate),merA only,1,,2778193066,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum trapanicum,Halorubrum trapanicum CBA1232,
Archaea,2639762614,Genome Analysis (Isolate),merA only,1,,2640209046,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,unclassified,Haloterrigena sp. LL2A,
Archaea,2537562080,Genome Analysis (Isolate),merA only,1,,2539737584,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema pellirubrum,Natrinema pellirubrum 157,
Archaea,2509601048,Genome Analysis (Isolate),merA only,1,,2509886706,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema pellirubrum,Natrinema pellirubrum 157,
Archaea,2501025505,Genome Analysis (Isolate),merA only,1,,2501416759,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,Palaeococcus ferrophilus,"Palaeococcus ferrophilus DMJ, DSM 13482",
Archaea,2579779151,Genome Analysis (Isolate),merA only,1,,2582507350,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Picrophilus,Picrophilus oshimae,Picrophilus oshimae DSM 9789,
Archaea,638154512,Genome Analysis (Isolate),merA only,1,,638203980,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Picrophilus,Picrophilus torridus,Picrophilus torridus DSM 9790,
Archaea,2788499920,Genome Analysis (Isolate),merA only,1,,2788991489,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,Salinigranum rubrum,Salinigranum rubrum GX10,
Archaea,2684622662,Genome Analysis (Isolate),merA only,1,,2685275621,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus celericrescens,Thermococcus celericrescens DSM 17994,
Archaea,2513237398,Genome Analysis (Isolate),merA only,1,,2514742707,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus litoralis,Thermococcus litoralis DSM 5473,
Archaea,2684622610,Genome Analysis (Isolate),merA only,1,,2685062886,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. 2319x1,Thermococcus sp. 2319x1,
Archaea,2728369334,Metagenome-Assembled Genome,merA only,1,,2730049692,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. JdFR-02,Thermococcus sp. JdFR-02,
Archaea,2510065005,Genome Analysis (Isolate),merA only,1,,2510078003,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. PK,Thermococcus sp. PK,
Archaea,638154521,Genome Analysis (Isolate),merA only,1,,638181580,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma acidophilum,Thermoplasma acidophilum DSM 1728,
Archaea,638154522,Genome Analysis (Isolate),merA only,1,,638190755,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium,Thermoplasma volcanium GSS1,
Archaea,2728369529,Metagenome-Assembled Genome,merA only,1,,2730735805,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermoplasmata,Thermoplasmatales,unclassified,unclassified,Thermoplasmatales archaeon E-plasma,Thermoplasmatales archaeon E-plasma,
Archaea,2728369530,Metagenome-Assembled Genome,merA only,1,,2730738787,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermoplasmata,Thermoplasmatales,unclassified,unclassified,Thermoplasmatales archaeon I-plasma,Thermoplasmatales archaeon I-plasma,
Archaea,2522572144,Metagenome-Assembled Genome,merA only,1,,2523060927,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,Thermoplasmatales-like-NAG3-r03,
Archaea,2770939392,Metagenome-Assembled Genome,merA only,1,,2771216540,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Thermoplasmata,Thermoplasmatales,unclassified,unclassified,unclassified,unclassified Thermoplasmatales Obs4_genome_063 Obs4_genome_063,
Archaea,2795385313,Metagenome-Assembled Genome,merA only,1,,2795419373,,,,,,,,0,0,,,,,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,unclassified,unclassified,Uncultured Haloferacaceae archaeon SG1_64_39,
Archaea,2264867063,Single Cell Analysis (screened),merA only,1,,2264946950,,,,,,,,0,0,,,,,,,,,,,Nanoarchaeota,unclassified,unclassified,unclassified,unclassified,Nanoarchaeota archaeon SCGC AAA011-D5,Nanoarchaeota archaeon SCGC AAA011-D5 (contamination screened),
Archaea,2264867218,Single Cell Analysis (screened),merA only,1,,2265088225,,,,,,,,0,0,,,,,,,,,,,Thaumarchaeota,unclassified,unclassified,unclassified,unclassified,Aigarchaeota archaeon SCGC AAA471-E14,Aigarchaeota archaeon SCGC AAA471-E14 (contamination screened),
Archaea,2527291512,Single Cell Analysis (screened),merA only,1,,2527530039,,,,,,,,0,0,,,,,,,,,,,Thaumarchaeota,unclassified,unclassified,unclassified,unclassified,Aigarchaeota archaeon SCGC AAA471-E14,Aigarchaeota archaeon SCGC AAA471-E14 (contamination screened),
Archaea,2263082000,Single Cell Analysis (unscreened),merA only,1,,2263082996,,,,,,,,0,0,,,,,,,,,,,Thaumarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,Thaumarchaeota archaeon DS1 (unscreened),
Archaea,2522572147,Metagenome-Assembled Genome,merA only,1,,2523064914,,,,,,,,0,0,,,,,,,,,,,Thaumarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,Thaumarchaeota-Tha-I.1e-r01,
Archaea,2718217684,Metagenome-Assembled Genome,merA only,1,,2718465026,,,,,,,,0,0,,,,,,,,,,,Thaumarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,Unclassified Thaumarchaeota YP1_bin3,
Archaea,2785510800,Metagenome-Assembled Genome,merA only,1,,2785868725,,,,,,,,0,0,,,,,,,,,,,unclassified,unclassified,unclassified,unclassified,unclassified,Candidatus Pacearchaeota archaeon CG1_02_32_132,Candidatus Pacearchaeota archaeon CG1_02_32_132,
Archaea,2504756013,Metagenome-Assembled Genome,merA only,1,,2504813052,,,,,,,,0,0,,,,,,,,,,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,Geoarchaeota archaeon OSPB-1,
Archaea,2524023237,Metagenome-Assembled Genome,merA only,1,,2524564039,,,,,,,,0,0,,,,,,,,,,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,NAG2_ff85-r02,
Archaea,2524023238,Metagenome-Assembled Genome,merA only,1,,2524566104,,,,,,,,0,0,,,,,,,,,,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,NAG2_ff85-r03,
Archaea,2524023239,Metagenome-Assembled Genome,merA only,1,,2524567118,,,,,,,,0,0,,,,,,,,,,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,NAG2_ff85-r04,
Archaea,2524023200,Metagenome-Assembled Genome,merA only,1,,2524425327,,,,,,,,0,0,,,,,,,,,,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,NAG2_mk4-r01,
Archaea,2747842418,Metagenome-Assembled Genome,merA only,1,,2747911151,,,,,,,,0,0,,,,,,,,,,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,Unclassified Archaea DC4_Bin46-1,
Archaea,2747842417,Metagenome-Assembled Genome,merA only,1,,2747910479,,,,,,,,0,0,,,,,,,,,,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,Unclassified Archaea DC4_Bin46-2,
