Genome Name / Sample Name,IMG Genome ID,Metabolism,Oxygen Requirement,Genome Size  * assembled
Finegoldia magna ALB8,2576861746,,,1918748
Enterobacter hormaechei 20710,2869861177,,,5545020
Mycobacteroides abscessus abscessus 1020,2802429059,,,5087358
Streptomyces sp. NBRC 110030,2706794553,,,8123268
Mycobacteroides abscessus abscessus 414,2802428926,,,5138277
Mycobacteroides abscessus abscessus 229,2802429117,,,5266621
Gordonia jacobaea mv1,2645727985,,,4920416
Staphylococcus haemolyticus 51-08,2671180551,,,2503464
Staphylococcus aureus DAR5800,2568526039,,,2891997
Parvimonas sp. KA00067,2775506873,,,1536779
Clostridioides difficile Y358,2541047381,,Anaerobe,4158165
Mycobacteroides abscessus abscessus 2,2795385969,,,4986232
Mycobacterium conceptionense ACS1953,2808606772,,,6387341
Clostridioides difficile CD160,2541047295,,Anaerobe,4765683
Clostridioides difficile P77,2541047421,,Anaerobe,4161360
Pseudomonas sp. GP01-A8,2791355632,,,7378508
Gordonia sp. (in: high G+C Gram-positive bacteria),2788500574,,,5354704
Mycobacteroides abscessus abscessus 314,2795385766,,,5043827
Clostridioides difficile CD132,2541047290,,Anaerobe,3962424
Clostridioides difficile P31,2541047401,,Anaerobe,4108154
Caballeronia udeis ES_AL-E11,2757320534,,,11742332
Nonomuraea sp. SBT364,2744054957,,,9980841
Mycobacterium gordonae CTRI 14-8773,2806310723,,,7475161
Escherichia coli TTU2014-120BME,2667527987,,,5058226
Staphylococcus aureus Bmb9393,2563366584,,,2983456
Sphingobium lactosutens DS20,2582580885,,,5360246
Mycobacterium conceptionense ACS2995,2808606745,,,6378057
Mycobacteroides abscessus abscessus 1099,2795385581,,,5084731
Staphylococcus aureus LIT76,2734482447,,,2876725
Salmonella enterica enterica sv. Heidelberg SARA 39,2588253803,,,5056213
Amycolatopsis azurea DSM 43854,2537562147,,,9223451
Streptomyces flaveus NRRL ISP-5371,2802429302,,,8243109
Clostridioides difficile CD105KSE11,2740892357,,,4329684
Nocardiopsis salina YIM 90010,2551306679,,,5808301
Paeniclostridium sordellii SSCC26591,2663763396,,,3515908
Pseudomonas putida JCM 18798,2728369713,,,6492000
Staphylococcus aureus ST228/16035,2526164718,,,2790688
Nocardiopsis gilva YIM 90087,2773857897,,,6142152
Staphylococcus aureus B8,2706794647,,,2881016
Clostridioides difficile E16,2558309128,,,4252783
Mycobacteroides abscessus abscessus 671,2795385819,,,5239101
Clostridioides difficile 002-P50-2011,2534681960,,,4101884
Amycolatopsis orientalis DSM 40040,2554235102,,Aerobe,9062454
Staphylococcus aureus aureus MRSA_E1,2617271095,,,2840742
Staphylococcus aureus FVRH6002,2571042224,,,3012414
Actinospica robiniae DSM 44927,2510065062,,Aerobe,9918887
Sulfitobacter brevis DSM 11443,2619619004,,,4236215
Mycobacteroides abscessus abscessus 643,2795386037,,,5191511
Escherichia coli TTU2014-148AME,2675903580,,,5044414
Enterobacter hormaechei MNCRE6,2700989497,,,4953192
Mycobacteroides abscessus abscessus 439,2802428871,,,5208826
Staphylococcus simulans CJ16,2671180722,,,2644874
Thioalkalivibrio sp. AKL6,2518285531,,,2836380
Kouleothrix aurantiaca COM-B,2734482011,,,6795487
Mycobacteroides abscessus abscessus 401,2802428971,,,5046187
Mycobacteroides abscessus abscessus 444,2799113252,,,5257059
Thiohalorhabdus denitrificans HL19,2596583511,,,2876643
Staphylococcus epidermidis VCU065,2537561791,,Facultative,2546497
Staphylococcus aureus DAR5836,2582581032,,,2845755
Clostridium botulinum Hall 4834,2724679553,,,4023185
Clostridioides difficile CD127,2541047287,,Anaerobe,3733367
Staphylococcus aureus DAR5869,2602041842,,,2952580
Nocardioides massiliensis GD13,2731957759,,,3903868
Clostridioides difficile Y21,2541047366,,Anaerobe,4084615
Mycobacteroides abscessus abscessus 399,2799113106,,,5049400
Salmonella enterica enterica sv. Anatum USDA-ARS-USMARC-1736,2687453150,,,4864598
Escherichia coli UMNturkey4,2667527770,,,5122690
Clostridioides difficile DA00131,2541047322,,Anaerobe,4085913
Actinomadura madurae NRRL B-2203,2811995076,,,6601903
Marinobacter sp. DSM 26291,2619618959,,,4492204
Clostridioides difficile CD200,2541047302,,Anaerobe,4303040
Halobacteriovoraceae bacterium ARS14,2786546854,,,3155122
Clostridioides difficile CD18,2541047257,,Anaerobe,4001279
Pseudomonas syringae pv. atrofaciens LMG 5095,2585427827,,,5890426
Clostridioides difficile 630,2634166508,,,4274806
Clostridium botulinum 84,2565956637,,,4086083
Staphylococcus aureus E404,2630968916,,,2863190
Mycobacteroides abscessus PAP127,2671180365,,,5251970
Mycobacteroides abscessus abscessus 699,2799113139,,,5431582
Mycobacteroides abscessus abscessus 242,2795385714,,,5393751
Agrobacterium tumefaciens CFBP6625,2846780681,,,5839776
Cycloclasticus sp.from deep sea branching sponge (specimen M),2636416015,,,2321044
Staphylococcus epidermidis NIH051668,2540341003,,,2693817
Clostridioides mangenotii TR,2585427715,,,3052440
Knoellia sinensis KCTC 19936,2630968646,,,3987063
Staphylococcus aureus aureus MRSA_P13,2617271119,,,2844629
Clostridioides difficile DA00065,2541047316,,Anaerobe,4144185
Clostridioides difficile F601,2541047510,,,4108685
Clostridium botulinum AM553,2713897210,,,4304855
Clostridioides difficile P53,2558860638,,Anaerobe,4025043
Staphylococcus aureus aureus MRSA_S9,2667527629,,,2858610
Mycobacteroides abscessus abscessus 267,2799113055,,,5044355
Sphingomonas leidyi DSM 4733,2828301124,,Aerobe,4787838
"Ktedonobacter racemifer SOSP1-21, DSM 44963",648276680,,Aerobe,13661586
Streptomyces sp. RTd22,2744054895,,,11178355
Amycolatopsis mediterranei HP-130,2816332283,,,10330391
Clostridioides difficile E25,2558309146,,,4104697
Enterobacter hormaechei MNCRE9,2700989506,,,4907099
Amycolatopsis mediterranei DSM 46096 (contamination screened),2609460149,,,10286173
Staphylococcus aureus DD1,2684622533,,,2906790
Streptomyces ruber NRRL ISP-5378,2802429314,,,9644249
Staphylococcus aureus DAR5790,2600254959,,,2893419
Klebsiella pneumoniae SY-B,2684622549,,,5684542
Staphylococcus aureus DAR5831,2603879822,,,2846373
Staphylococcus aureus DAR5878,2603879802,,,2977963
Frankia sp. QA3,2509887025,Nitrogen fixation,Aerobe,7590853
Mycobacteroides abscessus abscessus 315,2795385764,,,5043916
Enterobacter hormaechei MNCRE79,2675903546,,,4938802
Burkholderia sp. AU33647,2791355340,,,8108485
Staphylococcus aureus DAR5863,2571042065,,,2845223
Rhodococcus rhodochrous ATCC 21198,2576861707,,,6472163
Nocardia africana NBRC 100379,2731957722,,,7802195
Mycobacterium syngnathidarum 27335,2862860994,,,6344489
Clostridioides difficile DA00307,2541047359,,Anaerobe,4152762
Clostridioides difficile CD21,2541047258,,Anaerobe,4047536
Clostridium botulinum ATCC 51387,2660238075,,,4265050
Staphylococcus aureus aureus 21283,2537562050,,Facultative,2823252
Enterobacter hormaechei MNCRE84,2660238670,,,4910194
Mycobacteroides abscessus abscessus 35,2802428896,,,5607788
Staphylococcus simulans FDAARGOS_124,2718217846,,,2647552
unclassified Solirubrobacterales bacterium bin10,2698536732,,,2662728
Mycobacteroides abscessus abscessus 217,2802429113,,,5095197
Clostridioides difficile P9,2541047389,,Anaerobe,4047209
Clostridioides difficile CD131,2541047288,,Anaerobe,4326296
Staphylococcus aureus DAR5843,2574180362,,,2864887
Burkholderia sp. YI23,2511231144,,,8896411
Variovorax soli NBRC 106424,2731957649,,,5592644
Marinobacter sp. Arc7-DN-1,2841423562,,,4300456
Mycolicibacterium obuense UC1,2636415856,,,6381766
Clostridioides difficile M120,2558860174,,Obligate anaerobe,4047729
Clostridioides difficile P49,2541047409,,Anaerobe,4159373
Staphylococcus simulans SNUC 1336,2816332476,,,2677597
Klebsiella pneumoniae INF163,2851437328,,,5736111
Afipia sp. OHSU_II-uncloned,2568526096,,,5081292
Salmonella enterica enterica sv. Typhimurium 35423,2558860435,,,5125601
Staphylococcus aureus JS395,2654588032,,,2889613
Exiguobacterium chiriqhucha GIC31,2561511227,,Facultative anaerobe,2974642
Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645,2582580689,,,5793761
candidate division AD3 bacterium bin 3,2767802471,,,3428017
Mycobacteroides abscessus massiliense 347,2802429064,,,5381776
Clostridium botulinum ATCC 25763,2660237905,,,3884788
Mycobacteroides abscessus abscessus 1101,2795385984,,,5212563
Geobacillus sp. 12AMOR1,2627853986,,,3442724
Paeniclostridium sordellii JGS6956,2663762640,,,3536983
Staphylococcus aureus DAR5895,2568526583,,,2932393
Clostridioides difficile CD105KSO7,2740892353,,,4550950
Kribbella caucasensis VKM Ac-2527,2799112251,,,9457695
Enterobacter hormaechei CAV1669,2718218073,,,4973529
Clostridium collagenovorans DSM 3089,2585428078,,Anaerobe,3482404
Staphylococcus aureus DAR5886,2603880025,,,2975954
Staphylococcus aureus NRS178,2690315740,,,2598168
Paeniclostridium sordellii SSCC32135,2667528068,,,3419678
Defluviimonas sp. 20V17,2576861810,,,4260257
Clostridioides difficile P37,2558860637,,Anaerobe,4080614
Mycobacteroides abscessus abscessus 1116,2795385610,,,5255051
Ralstonia pickettii 12J,642555151,,Aerobe,5325729
Halomonas ilicicola DSM 19980,2582581268,,Aerobe,3960292
Caballeronia udeis ES_FE-B12,2744055058,,,11085164
Amycolatopsis pretoriensis DSM 44654,2675903153,,,10299026
Staphylococcus aureus CC6,2706794626,,,2952447
Clostridium botulinum CDC_69094,2721755776,,,4089027
Methylorubrum populi CD11_7,2744054652,,,7019504
Theionarchaea archaeon DG-70-1,2740891984,,,4772064
Clostridioides difficile ZJCDC-S82,2630968959,,,4225326
Granulicoccus phenolivorans NBRC 107789,2731957581,,,4060395
Klebsiella pneumoniae pneumoniae LCT-KP214,2548876915,,Facultative,5631234
Streptomyces alboflavus NRRL B-2373,2765236029,,,9702904
Paraburkholderia phenoliruptrix BR3459,2518645580,,,7651131
Clostridioides difficile CD105KSE6,2740892348,,,4227678
Escherichia coli 50739822,2663763428,,,5051295
Rhodococcus sp. EsD8,2630968404,,,6620243
Staphylococcus simulans SNUC 1337,2816332463,,,2601453
Staphylococcus aureus MAL9,2734482425,,,3010925
Caballeronia mineralivorans PML1(12),2627853681,,,9368249
Staphylococcus aureus aureus 21196,2534681607,,Facultative,2799321
Amycolatopsis mediterranei S699,2517093034,,Aerobe,10246920
Streptacidiphilus neutrinimicus NBRC 100921,2671180946,,,8418219
Clostridioides difficile P69,2541047417,,Anaerobe,4218619
Clostridioides difficile CD47,2541047271,,Anaerobe,4191218
Staphylococcus aureus aureus 58-424,647533212,,Facultative,2828372
Enterobacter hormaechei hoffmannii ST145:950180354,2698536611,,,4960106
Clostridioides difficile LIBA-5701,2711768134,,,4505542
Enterobacter hormaechei MNCRE71,2690316054,,,4929677
Staphylococcus aureus aureus MRSA_P9,2617271144,,,2837193
Candidatus Methanoperedens nitroreducens ANME-2d (ANME_V9_SC),2518645528,,,3261340
Mycobacterium lacus DSM 44577,2865380423,,,4905288
Streptococcus uberis CAIM 1894,2627853928,,,2149440
Clostridium botulinum SU1891,2724679579,,,4400258
Staphylococcus aureus DAR5892,2603880039,,,2943713
Alicyclobacillus vulcanalis DSM 16176,2681813550,,,2994480
Amycolatopsis regifaucium DSM 45072,2634166327,,,8287612
Enterobacter kobei ST54:941713674,2698536479,,,5636754
unclassified Pseudonocardiales bacterium bin5,2698536727,,,4602582
unclassified betaproteobacterium ENR4,2636415980,,,3514804
Clostridioides difficile CD39,2541047262,,Anaerobe,3995670
Mycobacteroides abscessus abscessus 593,2795385803,,,5193104
Mycobacterium sp. 1100029.7,2808606598,,,5659890
Staphylococcus aureus CUHK_HK2007,2609460284,,,2997865
Sulfitobacter litoralis DSM 17584,2622736527,,,3678401
Enterobacter hormaechei CAV1311,2718217840,,,5006987
unclassified Thiotrichaceae bin E1_76,2767802425,,,3851918
Mycobacteroides abscessus abscessus 273,2802428990,,,5043328
Pseudomonas sp. NBRC 111127,2660238203,,,5771755
Acidithiobacillus thiooxidans Licanantay,2609460164,,,3937895
Pseudomonas sp. MPBC4-3,2791355603,,,7153725
Amycolatopsis mediterranei RB,2554235376,,,10246864
Staphylococcus aureus DAR5830,2603879597,,,2847961
Paeniclostridium sordellii E204,2660238717,,,3389862
Clostridioides difficile DA00195,2541047338,,Anaerobe,4114181
Bosea thiooxidans DSM 9653,2595698224,Sulfur oxidizer,Aerobe,5369373
Rhodococcus ruber DSM 43338,2744054618,,,5298749
Mycobacteroides abscessus abscessus 1150,2795385897,,,5304183
Staphylococcus aureus DAR5839,2582581050,,,2850610
Staphylococcus simulans SNUC 1332,2816332475,,,2731593
Staphylococcus simulans SNUC 2141,2816332470,,,2624877
Sphingobium herbicidovorans NBRC 16415,2808606815,,,4240798
Marinobacter sp. CPC48,2823156881,,,4321600
Staphylococcus aureus aureus Gv88,2675903453,,,2990923
Clostridioides difficile 842,2541047310,,Anaerobe,4011402
Clostridioides difficile DA00062,2541047315,,Anaerobe,4072527
Staphylococcus aureus DAR5840,2576861303,,,2849981
Clostridioides difficile T22,2558309145,,,4083325
Microbacterium sp. BK668,2799112233,,,3734514
Marinobacter sp. SUR-4,2710724146,,,4167852
Staphylococcus aureus CA17,2648501430,,,2887108
Clostridioides difficile E24,2558309140,,,4010130
Herbaspirillum sp. VT-16-41,2844110416,,,5837613
Enterobacter hormaechei MNCRE38,2700989500,,,4953430
Staphylococcus epidermidis NIH05001,2534681881,,,2618961
Klebsiella pneumoniae LCT-KP289,2554235223,,,5822076
Rhodococcus ruber IEGM 231,2648501152,,,5980170
Methylophaga sp. IN12,2806310756,,,3065870
Clostridioides difficile CD105KSE1,2740892347,,,4195226
Pseudomonas synxantha DSM 18928,2660238513,,,6783009
Crenalkalicoccus roseus YIM 78023,2840042175,,,4431246
Paeniclostridium sordellii SSCC35109,2667527635,,,3547453
Clostridioides difficile CD165,2541047294,,Anaerobe,4092218
Clostridioides difficile NCTC13307,2663762959,,,4298630
Jiangella alkaliphila KCTC 19222,2639763038,,,7567314
Paraburkholderia fungorum FDAARGOS_245,2811995063,,,9009624
Mycobacteroides abscessus abscessus 373,2795386051,,,5256274
Staphylococcus epidermidis ATCC 12228,637000281,,Facultative,2564615
Clostridioides difficile P71,2541047418,,Anaerobe,4135631
Streptomyces sp. NRRL F-6677,2767802028,,,8100301
Clostridioides difficile Y215,2541047373,,Anaerobe,4074059
Burkholderia aenigmatica AU17325,2791355346,,,9307870
Streptomyces ruber NRRL B-1661,2767802055,,,9467869
Clostridioides difficile RA09_70,2639762826,,,4232226
Clostridioides difficile DA00196,2541047337,,Anaerobe,4260363
Staphylococcus aureus DAR5832,2603879598,,,2799102
Salmonella enterica enterica sv. Agona 0292,2579779146,,,4952069
Marinobacter manganoxydans MnI7-9,2513237337,,,4549590
Staphylococcus aureus V605,2687453427,,,3132482
Rhodospirillaceae bacterium JGI 01_F21_1000m (contamination screened),2739367905,,,1301732
Mycobacteroides abscessus PAP103,2695420727,,,5156696
Clostridium botulinum Hall 8388A,2713897202,,,3906901
Clostridioides difficile DA00306,2541047360,,Anaerobe,4085733
Burkholderia sp. MSMB617WGS,2775507281,,,6913798
Staphylococcus aureus DAR5834,2602041688,,,2887869
Mycobacteroides abscessus abscessus 897,2795385998,,,5345920
Sphingobium yanoikuyae SJTF8,2841440409,,,5929589
Clostridioides difficile Y10,2541047365,,Anaerobe,4068402
Variovorax sp. JS1663,2839303116,,,7324361
Staphylococcus epidermidis AG42,2561511068,,,2567727
Staphylococcus aureus ST228/10497,2526164701,,,2790366
Unclassified Kofleriaceae PNA_bin4,2713896719,,,7854607
Mycobacteroides abscessus abscessus 1143,2802428883,,,5073192
Staphylococcus aureus ST228/10388,2526164721,,,2790364
Cycloclasticus sp. from gill tissue of Bathymodiolus heckerae (specimen D),2636416016,,,2189493
"Amycolatopsis japonica MG417-CF17, DSM 44213",2585427649,,,9053857
Mesorhizobium sp. NBIMC_P2-C1,2579779004,,,5948199
Komagataeibacter medellinensis NBRC 3288,2513237191,,Aerobe,3513191
Clostridioides difficile DA00203,2541047341,,Anaerobe,4159007
candidate division SPAM bacterium SCGC AG-278-N20,2747842442,,,2861370
Clostridium sporogenes 8-0,2728369582,,,4086652
Pseudomonas azotoformans S4,2718218421,,,6859618
Streptacidiphilus rugosus AM-16,2574179761,,,9002860
Sphingopyxis macrogoltabida 203,2654588046,,,5748623
Atopobacter phocae ATCC BAA-285,2546825536,,,1668359
Staphylococcus simulans SNUC 3770,2816332467,,,2603605
Mycobacteroides abscessus abscessus 584,2799113061,,,5124258
Clostridioides difficile CD68,2541047279,,Anaerobe,3981801
Clostridioides difficile Y247,2541047378,,Anaerobe,4058570
Enterococcus faecalis CH136,2558860741,,,3202920
Escherichia coli UMNturkey3,2657245664,,,5145051
Mycolicibacterium septicum DSM 44393,2551306423,,,6872299
Gordonia aichiensis NBRC 108223,2523231036,,,5092029
Staphylococcus haemolyticus 51-20,2698536462,,,2488002
Clostridioides difficile P59,2541047413,,Anaerobe,4223549
Clostridioides difficile KY64,2663763251,,,3980964
Staphylococcus aureus aureus MRSA_P1,2617271096,,,2840742
Paeniclostridium sordellii W2975,2681813213,,,3443225
Escherichia coli MOD1-EC6519,2778261641,,,5157117
Clostridium botulinum ATCC 7949,2675903405,,,3873379
Mycobacteroides abscessus abscessus 898,2795386002,,,5082714
Clostridium botulinum SU1072,2724679571,,,4264270
Staphylococcus aureus CUHK_HK1997,2609460269,,,3008476
Clostridium botulinum CDC_1632,2718218351,,,4393047
Paeniclostridium sordellii W3025,2663763214,,,3417159
Rhodococcus sp. P14,2548876977,,Aerobe,5669990
Staphylococcus aureus M109,2636415560,,,2950228
Mycobacteroides abscessus abscessus 281,2802428988,,,5267700
Clostridium botulinum A2B2 87,2617270958,,,4168550
Mycobacteroides abscessus abscessus 97,2795385907,,,5222925
Pseudomonas sp. NBRC 111118,2657245614,,,6392266
Kitasatospora sp. Root107,2643221631,,,8168043
Sciscionella marina DSM 45152,2515154143,,Aerobe,8536451
Paeniclostridium sordellii R31809,2657245051,,,3510299
Clostridioides difficile F200,2541047514,,,4161450
Mycobacteroides abscessus abscessus 578,2799113054,,,5145047
Mycobacterium sp. D16Q20,2862928459,,,4852331
Staphylococcus aureus DAR5876,2571042142,,,2932947
Clostridium botulinum AM1195,2681813431,,,4268985
Comamonas testosteroni JL40,2630968527,,,5952523
Maricaulis maris MCS10,637000157,,Facultative,3368780
Thiohalophilus thiocyanatoxydans DSM 16326,2786546142,,Anaerobe,2906943
Candidatus Heimdallarchaeota archaeon LC_3,2740891993,,,5684038
Thioalkalivibrio sp. ALE14,2521172658,,,3024612
Staphylococcus aureus aureus MRSA_S7,2713897214,,,2891585
Plantactinospora sp. CNZ320,2739368068,,,8072677
Streptomyces atratus OK807,2616644941,,,8510691
Clostridium sporogenes ATCC 19404,2724679562,,,4061095
Staphylococcus aureus C6,2724679325,,,2951305
Staphylococcus aureus NRS105,2695420319,,,2832790
Mycobacterium riyadhense DSM 45176,2865423940,,,6269850
Staphylococcus aureus DAR5845,2603879593,,,2918309
Edwardsiella piscicida ETW41,2811995367,,,3969042
Agromyces sp. Soil535,2643221700,,,4827303
Staphylococcus aureus DAR5794,2602041683,,,2889198
Burkholderia savannae BDU18,2754412364,,,7159541
Mycobacteroides abscessus abscessus 134,2795386016,,,5303593
Mycobacteroides abscessus abscessus 376,2795385893,,,4965263
Staphylococcus aureus aureus PS187,2554235115,,,2781079
Variovorax sp. JCM 16519,2728369721,,,4418637
Clostridium botulinum CDC67187,2675903344,,,3476022
Methylobacterium brachiatum TX0642,2842063143,,,6339577
Clostridioides difficile CD169,2541047296,,Anaerobe,4014593
Mycobacteroides abscessus abscessus 230,2799113084,,,5249346
Pseudonocardia dioxanivorans BERK-1,2802429610,,,7062520
Clostridium botulinum CDC37461,2667528001,,,3878450
Brachyspira pilosicoli B2904,2519103103,,Obligate anaerobe,2765477
Pseudomonas abietaniphila LMG 20220,2667527211,,,7222451
Sphingopyxis fribergensis Kp5.2,2636415409,,,5202172
Clostridioides difficile E19,2558309132,,,3983885
Staphylococcus aureus C679,2630968723,,,2855388
Staphylococcus aureus DAR5803,2568526526,,,2896009
Escherichia coli MOD1-EC5982,2778261315,,,5085085
Prauserella sp. YIM 121212,2865225150,,,8097838
Salmonella enterica enterica sv. Typhimurium 34502,2558860434,,,5185783
Clostridium botulinum CDC52298,2695420555,,,3843563
"Gordonia bronchialis 3410, DSM 43247",646311932,,Obligate aerobe,5290012
Mycolicibacterium llatzerense EDP_4,2869202438,,,6697820
Cellulomonas gilvus ATCC 13127,2505679016,Cellulose degrader,Aerobe,3526441
Clostridium botulinum CDC33702,2690316268,,,3623662
Staphylococcus aureus DAR5829,2576861393,,,2889993
Staphylococcus aureus V808,2740892500,,,2760378
Exiguobacterium acetylicum DSM 20416,2562617000,,Facultative anaerobe,3277108
Salmonella enterica enterica sv. Dublin USMARC-69838,2850576466,,,5027941
Staphylococcus aureus United Kingdom102,2734482453,,,2847094
Staphylococcus simulans SNUC 2478,2816332468,,,2650048
Clostridioides difficile Y307,2541047377,,Anaerobe,3932658
Enterobacter hormaechei MNCRE51,2663763403,,,4947914
Mycobacteroides abscessus abscessus 188,2795385880,,,5269357
Amycolatopsis xylanica CPCC 202699,2675903050,,,9406090
Mycobacteroides abscessus abscessus 1103,2795385980,,,5574299
Clostridioides difficile DA00189,2541047333,,Anaerobe,4099292
Methylibium sp. T29,2576861680,,,4449424
Mycobacteroides abscessus abscessus 189,2795385885,,,5289718
Pseudomonas sp. GP01-A5,2791355628,,,7354679
Thioalkalivibrio sp. ALE6,2519899646,,,2963704
Escherichia coli AR060302 plasmid pAR060302,645047325,,,166530
Staphylococcus aureus aureus Z172,2558309057,,,3018303
Staphylococcus aureus DAR3236,2602041836,,,2872878
Paeniclostridium sordellii R28058,2660238160,,,3608646
"Jonquetella anthropi ADV 126, DSM 22815",2508501103,,Obligate anaerobe,1675934
Enterobacter sp. MGH 7,2576861519,,,5257494
Mycobacteroides abscessus abscessus 1040,2795385908,,,5471325
Ensifer meliloti FP2 plasmid pSB102,640048476,,,55578
Staphylococcus aureus M120,2634166490,,,2959071
Allgaiera indica DSM 24802,2693429897,,Aerobe,4280693
Thiohalospira halophila HL3,2595698212,,,2687697
Actinomadura kijaniata NBRC 14229,2731957573,,,10244301
Staphylococcus aureus DAR3150,2602041743,,,2992444
Rhodococcus ruber SD3,2856994451,,,5366612
Enterobacter hormaechei MNCRE52,2660238535,,,4876783
Acinetobacter baumannii 269,2634166495,,,4427608
Clostridioides difficile LIBA-5784,2711768136,,,4153040
Staphylococcus aureus DAR5862,2574180423,,,2844523
Staphylococcus aureus aureus M899,647533227,,Facultative,2787974
Sutterellaceae bacterium ARS112,2788499891,,,3496537
Streptomyces griseoaurantiacus M045,651324106,,,7712377
Clostridioides difficile DA00245,2541047349,,Anaerobe,3991422
Pseudomonas sp. WCS374,2585427641,,Aerobe,6085054
Staphylococcus aureus aureus MRSA_S3,2617271146,,,2813398
Mycobacteroides abscessus abscessus 1102,2795385614,,,5524116
Pseudomonas aeruginosa O400,2639762996,,,6852833
Cupriavidus metallidurans NE12,2740892368,,,7124444
Acinetobacter baumannii ABBL143,2690316226,,,3863341
Bradyrhizobium sp. SK17,2775507029,,,8288568
Pseudomonas syringae BRIP34876,2541047479,,,6005932
Escherichia coli CVM N36210PS,2737471853,,,4872647
Mycobacteroides abscessus PAP108,2693429569,,,5157680
Staphylococcus simulans SNUC 983,2816332462,,,2636678
Burkholderia sp. 28_3,2773857669,,,8327191
Escherichia coli OLC-791,2657245131,,,5327402
Streptomyces barkulensis RC 1831,2791355429,,,6539757
Mycobacteroides abscessus abscessus 341,2799113049,,,5040550
Oleibacter sp. HI0075,2740892159,,,5147765
Mycobacteroides abscessus abscessus 887,2802429105,,,5523715
Alteromonadaceae bacterium CPC69,2788500088,,,4462782
Clostridioides difficile E9,2558309138,,,4156306
Paeniclostridium sordellii SSCC33587,2660238625,,,3454935
Acidithiobacillales bacterium SM23_46,2654587932,,,2826034
Pseudomonas aeruginosa RW88,2734482401,,,7331110
Mycobacterium celatum ATCC 51131,2645727597,,,4381656
Pseudonocardia sp. CNS004 1kb,2675903200,,,9200434
Clostridioides difficile CD49,2541047270,,Anaerobe,4239780
Staphylococcus aureus MAL3,2734482421,,,2973036
Mycobacteroides abscessus abscessus 374,2795386007,,,5159542
Escherichia albertii MOD1-EC1723,2778261069,,,4860297
Mycobacteroides abscessus abscessus 387,2795386027,,,5190803
Clostridioides difficile CD88,2541047275,,Anaerobe,4242379
Clostridioides difficile CD26A54_R,2690315832,,,4146282
Oceanicaulis sp. PT13A,2744055042,,,3032953
Enterococcus faecalis CH188,647533132,,Facultative,3220345
Escherichia coli CVM N38834PS,2734482773,,,5269867
Staphylococcus aureus aureus Be62,2684623146,,,3001237
Streptomyces sp. CNZ289,2802428829,,,8827942
Staphylococcus haemolyticus 51-42,2695420751,,,2601937
Halorientalis regularis IBRC-M 10760,2651870125,,,4032197
Caballeronia zhejiangensis CEIB S4-3,2636415628,,,7666841
Staphylococcus aureus DAR5848,2602041768,,,2951564
Amycolatopsis rifamycinica 46095 (unscreened),2582581014,,,9202418
Staphylococcus simulans SNUC 915,2816332471,,,2627063
Mycobacteroides abscessus abscessus 232,2799113077,,,5268055
Thiohalorhabdus denitrificans HL 19,2684622544,,,2869005
Mycobacterium senegalense CK1,2627853864,,,6738555
Mycobacteroides abscessus abscessus 514,2802429086,,,5086864
Stenotrophomonas maltophilia SJTH1,2847528547,,,4932325
Methylibium sp. T29-B,2568526636,,,4430398
Clostridioides difficile CD40,2541047263,,Anaerobe,4074907
Mycobacteroides abscessus abscessus 409,2795385697,,,5213963
Mycobacteroides abscessus abscessus 285,2795385769,,,4964102
Staphylococcus aureus D90,2684622797,,,2818157
Mycobacteroides abscessus abscessus 1065,2799113247,,,5300843
Clostridioides difficile P11,2541047496,,,4061890
Staphylococcus epidermidis 528m,2545824754,,,2687516
Clostridium botulinum SU1275,2724679567,,,4203999
Mycobacteroides abscessus abscessus 272,2802428991,,,5043225
Gordonia rubripertincta CWB2,2843168903,,,5332073
Pseudomonas aeruginosa BTP038,2660238266,,,7076893
Staphylococcus aureus aureus MRSA_S24,2663763177,,,2850293
Brachyspira alvinipulli ATCC 51933,2545555860,,,3420763
Clostridioides difficile P36,2541047404,,Anaerobe,4053696
Clostridioides difficile T15,2558309137,,,4350466
Kitasatospora sp. MBT63,2711768086,,,9772946
Clostridioides difficile Y384,2636416097,,Anaerobe,6911196
Mycobacteroides abscessus PAP036,2667527788,,,5459471
"Mycobacterium marinum M, ATCC BAA-535",641522642,,Aerobe,6660144
Staphylococcus aureus aureus 21178,2534681614,,Facultative,2975585
unclassified Thiotrichaceae bin E4_27,2767802434,,,3438767
Clostridioides difficile Y401,2541047384,,Anaerobe,4005708
Clostridium botulinum CDC28023,2663763297,,,3937979
Amycolatopsis vancoresmycina DSM 44592,2545824680,,,9036495
Streptomyces sp. NRRL F-6676,2775507115,,,8103481
Cytobacillus horneckiae 1P01SC,2795385397,,,5494436
Pseudomonas sp. MPR-R5A,2791355541,,,7160554
Enterobacter sp. CRENT-193,2775507052,,,5196641
Gottschalkia purinilytica DSM 1384,2645727973,,,3386069
Staphylococcus aureus PPUKM-332-2009,2551306399,,,3019328
Mycobacteroides abscessus abscessus 385,2795386050,,,5201072
Mycobacteroides abscessus abscessus 594,2799113224,,,5194199
Staphylococcus aureus NMR02,2744054835,,,3036014
Clostridioides difficile Y184,2541047372,,Anaerobe,3026951
Janthinobacterium sp. Marseille,640753030,,,4110251
Clostridioides difficile 6041,2541047311,,Anaerobe,4026569
Staphylococcus epidermidis NIH04008,2534681880,,,2737591
